Country,Year,Data
Argentina,2006,39558890
Argentina,2007,39970224
Argentina,2008,40382389
Argentina,2009,40799407
Argentina,2010,41223889
Argentina,2011,41656879
Argentina,2012,42096739
Argentina,2013,42539925
Argentina,2014,42981515
Australia,1960,10276477
Australia,1961,10483000
Australia,1962,10742000
Australia,1963,10950000
Australia,1964,11167000
Australia,1965,11388000
Australia,1966,11651000
Australia,1967,11799000
Australia,1968,12009000
Australia,1969,12263000
Australia,1970,12507000
Australia,1971,12937000
Australia,1972,13177000
Australia,1973,13380000
Australia,1974,13723000
Australia,1975,13893000
Australia,1976,14033000
Australia,1977,14192000
Australia,1978,14358000
Australia,1979,14514000
Australia,1980,14692000
Australia,1981,14927000
Australia,1982,15178000
Australia,1983,15369000
Australia,1984,15544000
Australia,1985,15758000
Australia,1986,16018400
Australia,1987,16263900
Australia,1988,16532200
Australia,1989,16814400
Australia,1990,17065100
Australia,1991,17284000
Australia,1992,17495000
Australia,1993,17667000
Australia,1994,17855000
Australia,1995,18072000
Australia,1996,18311000
Australia,1997,18517000
Australia,1998,18711000
Australia,1999,18926000
Australia,2000,19153000
Australia,2001,19413000
Australia,2002,19651400
Australia,2003,19895400
Australia,2004,20127400
Australia,2005,20394800
Australia,2006,20697900
Australia,2007,20827600
Australia,2008,21249200
Australia,2009,21691700
Australia,2010,22031750
Australia,2011,22340024
Australia,2012,22728254
Australia,2013,23117353
Australia,2014,23460694
Austria,1960,7047539
Austria,1961,7086299
Austria,1962,7129864
Austria,1963,7175811
Austria,1964,7223801
Austria,1965,7270889
Austria,1966,7322066
Austria,1967,7376998
Austria,1968,7415403
Austria,1969,7441055
Austria,1970,7467086
Austria,1971,7500482
Austria,1972,7544201
Austria,1973,7586115
Austria,1974,7599038
Austria,1975,7578903
Austria,1976,7565525
Austria,1977,7568430
Austria,1978,7562305
Austria,1979,7549425
Austria,1980,7549433
Austria,1981,7568710
Austria,1982,7574140
Austria,1983,7561910
Austria,1984,7561434
Austria,1985,7564985
Austria,1986,7569794
Austria,1987,7574586
Austria,1988,7585317
Austria,1989,7619567
Austria,1990,7677850
Austria,1991,7754891
Austria,1992,7840709
Austria,1993,7905633
Austria,1994,7936118
Austria,1995,7948278
Austria,1996,7959017
Austria,1997,7968041
Austria,1998,7976789
Austria,1999,7992324
Austria,2000,8011566
Austria,2001,8042293
Austria,2002,8081957
Austria,2003,8121423
Austria,2004,8171966
Austria,2005,8227829
Austria,2006,8268641
Austria,2007,8295487
Austria,2008,8321496
Austria,2009,8343323
Austria,2010,8363404
Austria,2011,8391643
Austria,2012,8429991
Austria,2013,8479375
Austria,2014,8541575
Burundi,1960,2786106
Burundi,1961,2839666
Burundi,1962,2893669
Burundi,1963,2949926
Burundi,1964,3010859
Burundi,1965,3077876
Burundi,1966,3152723
Burundi,1967,3234023
Burundi,1968,3316233
Burundi,1969,3391753
Burundi,1970,3455606
Burundi,1971,3505391
Burundi,1972,3544047
Burundi,1973,3578490
Burundi,1974,3618585
Burundi,1975,3671494
Burundi,1976,3739659
Burundi,1977,3821194
Burundi,1978,3913768
Burundi,1979,4013310
Burundi,1980,4116817
Burundi,1981,4223195
Burundi,1982,4333386
Burundi,1983,4448728
Burundi,1984,4571292
Burundi,1985,4702066
Burundi,1986,4841565
Burundi,1987,4987736
Burundi,1988,5135956
Burundi,1989,5280024
Burundi,1990,5415415
Burundi,1991,5542048
Burundi,1992,5661139
Burundi,1993,5771398
Burundi,1994,5871607
Burundi,1995,5962058
Burundi,1996,6041112
Burundi,1997,6112097
Burundi,1998,6186352
Burundi,1999,6278940
Burundi,2000,6400706
Burundi,2001,6555829
Burundi,2002,6741569
Burundi,2003,6953113
Burundi,2004,7182451
Burundi,2005,7423289
Burundi,2006,7675338
Burundi,2007,7939573
Burundi,2008,8212264
Burundi,2009,8489031
Burundi,2010,8766930
Burundi,2011,9043508
Burundi,2012,9319710
Burundi,2013,9600186
Burundi,2014,9891790
Belgium,1960,9153489
Belgium,1961,9183948
Belgium,1962,9220578
Belgium,1963,9289770
Belgium,1964,9378113
Belgium,1965,9463667
Belgium,1966,9527807
Belgium,1967,9580991
Belgium,1968,9618756
Belgium,1969,9646032
Belgium,1970,9655549
Belgium,1971,9673162
Belgium,1972,9711115
Belgium,1973,9741720
Belgium,1974,9772419
Belgium,1975,9800700
Belgium,1976,9818227
Belgium,1977,9830358
Belgium,1978,9839534
Belgium,1979,9848382
Belgium,1980,9859242
Belgium,1981,9858982
Belgium,1982,9856303
Belgium,1983,9855520
Belgium,1984,9855372
Belgium,1985,9858308
Belgium,1986,9861823
Belgium,1987,9870234
Belgium,1988,9901664
Belgium,1989,9937697
Belgium,1990,9967379
Belgium,1991,10004486
Belgium,1992,10045158
Belgium,1993,10084475
Belgium,1994,10115603
Belgium,1995,10136811
Belgium,1996,10156637
Belgium,1997,10181245
Belgium,1998,10203008
Belgium,1999,10226419
Belgium,2000,10251250
Belgium,2001,10286570
Belgium,2002,10332785
Belgium,2003,10376133
Belgium,2004,10421137
Belgium,2005,10478617
Belgium,2006,10547958
Belgium,2007,10625700
Belgium,2008,10709973
Belgium,2009,10796493
Belgium,2010,10895586
Belgium,2011,11047744
Belgium,2012,11128246
Belgium,2013,11182817
Belgium,2014,11209057
Bangladesh,1960,48199747
Bangladesh,1961,49592802
Bangladesh,1962,51030137
Bangladesh,1963,52532417
Bangladesh,1964,54129100
Bangladesh,1965,55834038
Bangladesh,1966,57672990
Bangladesh,1967,59620669
Bangladesh,1968,61579473
Bangladesh,1969,63417394
Bangladesh,1970,65047770
Bangladesh,1971,66424744
Bangladesh,1972,67597470
Bangladesh,1973,68691185
Bangladesh,1974,69884420
Bangladesh,1975,71305923
Bangladesh,1976,72999136
Bangladesh,1977,74925896
Bangladesh,1978,77033846
Bangladesh,1979,79236776
Bangladesh,1980,81470860
Bangladesh,1981,83721268
Bangladesh,1982,86007331
Bangladesh,1983,88338242
Bangladesh,1984,90732362
Bangladesh,1985,93199865
Bangladesh,1986,95742431
Bangladesh,1987,98343809
Bangladesh,1988,100975321
Bangladesh,1989,103599232
Bangladesh,1990,106188642
Bangladesh,1991,108727432
Bangladesh,1992,111221938
Bangladesh,1993,113695139
Bangladesh,1994,116182267
Bangladesh,1995,118706871
Bangladesh,1996,121269645
Bangladesh,1997,123854640
Bangladesh,1998,126447965
Bangladesh,1999,129029691
Bangladesh,2000,131581243
Bangladesh,2001,134107160
Bangladesh,2002,136600667
Bangladesh,2003,139019001
Bangladesh,2004,141307489
Bangladesh,2005,143431101
Bangladesh,2006,145368004
Bangladesh,2007,147139191
Bangladesh,2008,148805814
Bangladesh,2009,150454708
Bangladesh,2010,152149102
Bangladesh,2011,153911916
Bangladesh,2012,155727053
Bangladesh,2013,157571292
Bangladesh,2014,159405279
Bulgaria,1960,7867374
Bulgaria,1961,7943118
Bulgaria,1962,8012946
Bulgaria,1963,8078145
Bulgaria,1964,8144340
Bulgaria,1965,8204168
Bulgaria,1966,8258057
Bulgaria,1967,8310226
Bulgaria,1968,8369603
Bulgaria,1969,8434172
Bulgaria,1970,8489574
Bulgaria,1971,8536395
Bulgaria,1972,8576200
Bulgaria,1973,8620967
Bulgaria,1974,8678745
Bulgaria,1975,8720742
Bulgaria,1976,8758599
Bulgaria,1977,8804183
Bulgaria,1978,8814032
Bulgaria,1979,8825940
Bulgaria,1980,8861535
Bulgaria,1981,8891117
Bulgaria,1982,8917457
Bulgaria,1983,8939738
Bulgaria,1984,8960679
Bulgaria,1985,8960547
Bulgaria,1986,8958171
Bulgaria,1987,8971359
Bulgaria,1988,8981446
Bulgaria,1989,8876972
Bulgaria,1990,8718289
Bulgaria,1991,8632367
Bulgaria,1992,8540164
Bulgaria,1993,8472313
Bulgaria,1994,8443591
Bulgaria,1995,8406067
Bulgaria,1996,8362826
Bulgaria,1997,8312068
Bulgaria,1998,8256786
Bulgaria,1999,8210624
Bulgaria,2000,8170172
Bulgaria,2001,8009142
Bulgaria,2002,7837161
Bulgaria,2003,7775327
Bulgaria,2004,7716860
Bulgaria,2005,7658972
Bulgaria,2006,7601022
Bulgaria,2007,7545338
Bulgaria,2008,7492561
Bulgaria,2009,7444443
Bulgaria,2010,7395599
Bulgaria,2011,7348328
Bulgaria,2012,7305888
Bulgaria,2013,7265115
Bulgaria,2014,7223938
Belarus,1960,8198000
Belarus,1961,8271216
Belarus,1962,8351928
Belarus,1963,8437232
Belarus,1964,8524224
Belarus,1965,8610000
Belarus,1966,8696496
Belarus,1967,8785648
Belarus,1968,8874552
Belarus,1969,8960304
Belarus,1970,9040000
Belarus,1971,9115576
Belarus,1972,9188968
Belarus,1973,9257272
Belarus,1974,9317584
Belarus,1975,9367000
Belarus,1976,9411000
Belarus,1977,9463000
Belarus,1978,9525000
Belarus,1979,9584000
Belarus,1980,9643000
Belarus,1981,9710000
Belarus,1982,9776000
Belarus,1983,9843000
Belarus,1984,9910000
Belarus,1985,9975000
Belarus,1986,10043000
Belarus,1987,10111000
Belarus,1988,10140000
Belarus,1989,10170000
Belarus,1990,10189000
Belarus,1991,10194000
Belarus,1992,10216000
Belarus,1993,10239000
Belarus,1994,10227000
Belarus,1995,10194000
Belarus,1996,10160000
Belarus,1997,10117000
Belarus,1998,10069000
Belarus,1999,10026738
Belarus,2000,9979610
Belarus,2001,9928549
Belarus,2002,9865548
Belarus,2003,9796749
Belarus,2004,9730146
Belarus,2005,9663915
Belarus,2006,9604924
Belarus,2007,9560953
Belarus,2008,9527985
Belarus,2009,9506765
Belarus,2010,9490583
Belarus,2011,9473172
Belarus,2012,9464495
Belarus,2013,9465997
Belarus,2014,9474511
Bolivia,1960,3693449
Bolivia,1961,3764813
Bolivia,1962,3838097
Bolivia,1963,3913395
Bolivia,1964,3990857
Bolivia,1965,4070590
Bolivia,1966,4152668
Bolivia,1967,4237125
Bolivia,1968,4324064
Bolivia,1969,4413590
Bolivia,1970,4505778
Bolivia,1971,4600591
Bolivia,1972,4698083
Bolivia,1973,4798509
Bolivia,1974,4902168
Bolivia,1975,5009257
Bolivia,1976,5119833
Bolivia,1977,5233677
Bolivia,1978,5350322
Bolivia,1979,5469123
Bolivia,1980,5589575
Bolivia,1981,5711599
Bolivia,1982,5835182
Bolivia,1983,5959960
Bolivia,1984,6085496
Bolivia,1985,6211550
Bolivia,1986,6337893
Bolivia,1987,6464732
Bolivia,1988,6592787
Bolivia,1989,6723046
Bolivia,1990,6856244
Bolivia,1991,6992521
Bolivia,1992,7131707
Bolivia,1993,7273825
Bolivia,1994,7418861
Bolivia,1995,7566714
Bolivia,1996,7717443
Bolivia,1997,7870855
Bolivia,1998,8026254
Bolivia,1999,8182712
Bolivia,2000,8339512
Bolivia,2001,8496375
Bolivia,2002,8653345
Bolivia,2003,8810420
Bolivia,2004,8967741
Bolivia,2005,9125409
Bolivia,2006,9283334
Bolivia,2007,9441444
Bolivia,2008,9599855
Bolivia,2009,9758748
Bolivia,2010,9918242
Bolivia,2011,10078343
Bolivia,2012,10239004
Bolivia,2013,10400264
Bolivia,2014,10562159
Brazil,1960,72207554
Brazil,1961,74351763
Brazil,1962,76573248
Brazil,1963,78854019
Brazil,1964,81168654
Brazil,1965,83498020
Brazil,1966,85837799
Brazil,1967,88191378
Brazil,1968,90557064
Brazil,1969,92935072
Brazil,1970,95326793
Brazil,1971,97728961
Brazil,1972,100143598
Brazil,1973,102584278
Brazil,1974,105069367
Brazil,1975,107612100
Brazil,1976,110213082
Brazil,1977,112867867
Brazil,1978,115577669
Brazil,1979,118342626
Brazil,1980,121159761
Brazil,1981,124030908
Brazil,1982,126947365
Brazil,1983,129882321
Brazil,1984,132800684
Brazil,1985,135676281
Brazil,1986,138499464
Brazil,1987,141273488
Brazil,1988,144001542
Brazil,1989,146691981
Brazil,1990,149352145
Brazil,1991,151976577
Brazil,1992,154564278
Brazil,1993,157132682
Brazil,1994,159705123
Brazil,1995,162296612
Brazil,1996,164913306
Brazil,1997,167545164
Brazil,1998,170170640
Brazil,1999,172759243
Brazil,2000,175287587
Brazil,2001,177750670
Brazil,2002,180151021
Brazil,2003,182482149
Brazil,2004,184738458
Brazil,2005,186917361
Brazil,2006,189012412
Brazil,2007,191026637
Brazil,2008,192979029
Brazil,2009,194895996
Brazil,2010,196796269
Brazil,2011,198686688
Brazil,2012,200560983
Brazil,2013,202408632
Brazil,2014,204213133
Canada,1960,17909009
Canada,1961,18271000
Canada,1962,18614000
Canada,1963,18964000
Canada,1964,19325000
Canada,1965,19678000
Canada,1966,20048000
Canada,1967,20412000
Canada,1968,20744000
Canada,1969,21028000
Canada,1970,21324000
Canada,1971,21645535
Canada,1972,21993631
Canada,1973,22369408
Canada,1974,22774087
Canada,1975,23209000
Canada,1976,23518000
Canada,1977,23796000
Canada,1978,24036000
Canada,1979,24277000
Canada,1980,24593000
Canada,1981,24900000
Canada,1982,25202000
Canada,1983,25456000
Canada,1984,25702000
Canada,1985,25942000
Canada,1986,26204000
Canada,1987,26550000
Canada,1988,26895000
Canada,1989,27379000
Canada,1990,27791000
Canada,1991,28171682
Canada,1992,28519597
Canada,1993,28833410
Canada,1994,29111906
Canada,1995,29354000
Canada,1996,29671900
Canada,1997,29987200
Canada,1998,30247900
Canada,1999,30499200
Canada,2000,30769700
Canada,2001,31081900
Canada,2002,31362000
Canada,2003,31676000
Canada,2004,31995000
Canada,2005,32312000
Canada,2006,32570505
Canada,2007,32887928
Canada,2008,33245773
Canada,2009,33628571
Canada,2010,34005274
Canada,2011,34342780
Canada,2012,34750545
Canada,2013,35155451
Canada,2014,35544564
Switzerland,1960,5327827
Switzerland,1961,5434294
Switzerland,1962,5573815
Switzerland,1963,5694247
Switzerland,1964,5789228
Switzerland,1965,5856472
Switzerland,1966,5918002
Switzerland,1967,5991785
Switzerland,1968,6067714
Switzerland,1969,6136387
Switzerland,1970,6180877
Switzerland,1971,6213399
Switzerland,1972,6260956
Switzerland,1973,6307347
Switzerland,1974,6341405
Switzerland,1975,6338632
Switzerland,1976,6302504
Switzerland,1977,6281174
Switzerland,1978,6281738
Switzerland,1979,6294365
Switzerland,1980,6319408
Switzerland,1981,6354074
Switzerland,1982,6391309
Switzerland,1983,6418773
Switzerland,1984,6441865
Switzerland,1985,6470365
Switzerland,1986,6504124
Switzerland,1987,6545106
Switzerland,1988,6593386
Switzerland,1989,6646912
Switzerland,1990,6715519
Switzerland,1991,6799978
Switzerland,1992,6875364
Switzerland,1993,6938265
Switzerland,1994,6993795
Switzerland,1995,7040687
Switzerland,1996,7071850
Switzerland,1997,7088906
Switzerland,1998,7110001
Switzerland,1999,7143991
Switzerland,2000,7184250
Switzerland,2001,7229854
Switzerland,2002,7284753
Switzerland,2003,7339001
Switzerland,2004,7389625
Switzerland,2005,7437115
Switzerland,2006,7483934
Switzerland,2007,7551117
Switzerland,2008,7647675
Switzerland,2009,7743831
Switzerland,2010,7824909
Switzerland,2011,7912398
Switzerland,2012,7996861
Switzerland,2013,8089346
Switzerland,2014,8188649
Chile,1960,7716625
Chile,1961,7890156
Chile,1962,8067136
Chile,1963,8247415
Chile,1964,8430838
Chile,1965,8617077
Chile,1966,8806137
Chile,1967,8997325
Chile,1968,9188822
Chile,1969,9378243
Chile,1970,9563865
Chile,1971,9745189
Chile,1972,9922558
Chile,1973,10096295
Chile,1974,10267056
Chile,1975,10435534
Chile,1976,10601836
Chile,1977,10766419
Chile,1978,10930783
Chile,1979,11096868
Chile,1980,11266226
Chile,1981,11439144
Chile,1982,11615836
Chile,1983,11797534
Chile,1984,11985658
Chile,1985,12181028
Chile,1986,12384108
Chile,1987,12594145
Chile,1988,12809025
Chile,1989,13025797
Chile,1990,13242132
Chile,1991,13457244
Chile,1992,13671033
Chile,1993,13882668
Chile,1994,14091389
Chile,1995,14296613
Chile,1996,14497826
Chile,1997,14694835
Chile,1998,14887756
Chile,1999,15076952
Chile,2000,15262754
Chile,2001,15444969
Chile,2002,15623635
Chile,2003,15799542
Chile,2004,15973778
Chile,2005,16147064
Chile,2006,16319792
Chile,2007,16491687
Chile,2008,16661942
Chile,2009,16829442
Chile,2010,16993354
Chile,2011,17153357
Chile,2012,17309746
Chile,2013,17462982
Chile,2014,17613798
China,1960,667070000
China,1961,660330000
China,1962,665770000
China,1963,682335000
China,1964,698355000
China,1965,715185000
China,1966,735400000
China,1967,754550000
China,1968,774510000
China,1969,796025000
China,1970,818315000
China,1971,841105000
China,1972,862030000
China,1973,881940000
China,1974,900350000
China,1975,916395000
China,1976,930685000
China,1977,943455000
China,1978,956165000
China,1979,969005000
China,1980,981235000
China,1981,993885000
China,1982,1008630000
China,1983,1023310000
China,1984,1036825000
China,1985,1051040000
China,1986,1066790000
China,1987,1084035000
China,1988,1101630000
China,1989,1118650000
China,1990,1135185000
China,1991,1150780000
China,1992,1164970000
China,1993,1178440000
China,1994,1191835000
China,1995,1204855000
China,1996,1217550000
China,1997,1230075000
China,1998,1241935000
China,1999,1252735000
China,2000,1262645000
China,2001,1271850000
China,2002,1280400000
China,2003,1288400000
China,2004,1296075000
China,2005,1303720000
China,2006,1311020000
China,2007,1317885000
China,2008,1324655000
China,2009,1331260000
China,2010,1337705000
China,2011,1344130000
China,2012,1350695000
China,2013,1357380000
China,2014,1364270000
Cameroon,1960,5176268
Cameroon,1961,5285231
Cameroon,1962,5399922
Cameroon,1963,5520332
Cameroon,1964,5646316
Cameroon,1965,5777834
Cameroon,1966,5915123
Cameroon,1967,6058539
Cameroon,1968,6208282
Cameroon,1969,6364569
Cameroon,1970,6527635
Cameroon,1971,6697745
Cameroon,1972,6875228
Cameroon,1973,7060603
Cameroon,1974,7254468
Cameroon,1975,7457362
Cameroon,1976,7669445
Cameroon,1977,7890969
Cameroon,1978,8122529
Cameroon,1979,8364835
Cameroon,1980,8618354
Cameroon,1981,8883016
Cameroon,1982,9158566
Cameroon,1983,9445003
Cameroon,1984,9742263
Cameroon,1985,10050023
Cameroon,1986,10368300
Cameroon,1987,10696274
Cameroon,1988,11031817
Cameroon,1989,11372160
Cameroon,1990,11715218
Cameroon,1991,12060729
Cameroon,1992,12408931
Cameroon,1993,12758881
Cameroon,1994,13109660
Cameroon,1995,13460994
Cameroon,1996,13812472
Cameroon,1997,14165423
Cameroon,1998,14523570
Cameroon,1999,14891891
Cameroon,2000,15274234
Cameroon,2001,15671927
Cameroon,2002,16084886
Cameroon,2003,16513822
Cameroon,2004,16959081
Cameroon,2005,17420795
Cameroon,2006,17899562
Cameroon,2007,18395389
Cameroon,2008,18907008
Cameroon,2009,19432541
Cameroon,2010,19970495
Cameroon,2011,20520447
Cameroon,2012,21082383
Cameroon,2013,21655715
Cameroon,2014,22239904
Colombia,1960,16480383
Colombia,1961,16982315
Colombia,1962,17500171
Colombia,1963,18033550
Colombia,1964,18581974
Colombia,1965,19144223
Colombia,1966,19721462
Colombia,1967,20311371
Colombia,1968,20905059
Colombia,1969,21490945
Colombia,1970,22061215
Colombia,1971,22611986
Colombia,1972,23146803
Colombia,1973,23674504
Colombia,1974,24208021
Colombia,1975,24756973
Colombia,1976,25323406
Colombia,1977,25905127
Colombia,1978,26502166
Colombia,1979,27113512
Colombia,1980,27737900
Colombia,1981,28375991
Colombia,1982,29027162
Colombia,1983,29687094
Colombia,1984,30350086
Colombia,1985,31011688
Colombia,1986,31669776
Colombia,1987,32324325
Colombia,1988,32975535
Colombia,1989,33624444
Colombia,1990,34271565
Colombia,1991,34916766
Colombia,1992,35558682
Colombia,1993,36195168
Colombia,1994,36823537
Colombia,1995,37441977
Colombia,1996,38049038
Colombia,1997,38645411
Colombia,1998,39234062
Colombia,1999,39819279
Colombia,2000,40403958
Colombia,2001,40988909
Colombia,2002,41572491
Colombia,2003,42152151
Colombia,2004,42724163
Colombia,2005,43285634
Colombia,2006,43835722
Colombia,2007,44374572
Colombia,2008,44901544
Colombia,2009,45416181
Colombia,2010,45918097
Colombia,2011,46406646
Colombia,2012,46881475
Colombia,2013,47342981
Colombia,2014,47791911
Costa Rica,1960,1333040
Costa Rica,1961,1381917
Costa Rica,1962,1432585
Costa Rica,1963,1484510
Costa Rica,1964,1537041
Costa Rica,1965,1589621
Costa Rica,1966,1642186
Costa Rica,1967,1694710
Costa Rica,1968,1746869
Costa Rica,1969,1798311
Costa Rica,1970,1848866
Costa Rica,1971,1898360
Costa Rica,1972,1947048
Costa Rica,1973,1995743
Costa Rica,1974,2045580
Costa Rica,1975,2097407
Costa Rica,1976,2151497
Costa Rica,1977,2207725
Costa Rica,1978,2266154
Costa Rica,1979,2326704
Costa Rica,1980,2389310
Costa Rica,1981,2454129
Costa Rica,1982,2521168
Costa Rica,1983,2589930
Costa Rica,1984,2659781
Costa Rica,1985,2730233
Costa Rica,1986,2800986
Costa Rica,1987,2872211
Costa Rica,1988,2944557
Costa Rica,1989,3018955
Costa Rica,1990,3095995
Costa Rica,1991,3175649
Costa Rica,1992,3257466
Costa Rica,1993,3341004
Costa Rica,1994,3425690
Costa Rica,1995,3510926
Costa Rica,1996,3596732
Costa Rica,1997,3682725
Costa Rica,1998,3767373
Costa Rica,1999,3848723
Costa Rica,2000,3925443
Costa Rica,2001,3996798
Costa Rica,2002,4063204
Costa Rica,2003,4125971
Costa Rica,2004,4187038
Costa Rica,2005,4247841
Costa Rica,2006,4308794
Costa Rica,2007,4369469
Costa Rica,2008,4429508
Costa Rica,2009,4488263
Costa Rica,2010,4545280
Costa Rica,2011,4600474
Costa Rica,2012,4654122
Costa Rica,2013,4706401
Costa Rica,2014,4757575
Cuba,1960,7141135
Cuba,1961,7289826
Cuba,1962,7450402
Cuba,1963,7618354
Cuba,1964,7787146
Cuba,1965,7951933
Cuba,1966,8110430
Cuba,1967,8263546
Cuba,1968,8413327
Cuba,1969,8563193
Cuba,1970,8715123
Cuba,1971,8869961
Cuba,1972,9025300
Cuba,1973,9176052
Cuba,1974,9315373
Cuba,1975,9438442
Cuba,1976,9544271
Cuba,1977,9634680
Cuba,1978,9711392
Cuba,1979,9777290
Cuba,1980,9835177
Cuba,1981,9884213
Cuba,1982,9925623
Cuba,1983,9966733
Cuba,1984,10017059
Cuba,1985,10082989
Cuba,1986,10168087
Cuba,1987,10269567
Cuba,1988,10379548
Cuba,1989,10486509
Cuba,1990,10582081
